,price,total_square,rooms,floor
5726,9400000,42,2,17
5727,9650000,48,1,2
5728,8700000,35,1,8
5729,21000000,77,3,1
5730,14000000,93,3,2
5731,15691550,41,1,28
5732,18220000,36,1,23
5733,12350000,30,1,3
5734,14266200,40,1,12
5735,21967214,61,2,5
5736,17179892,67,2,10
5737,18500000,69,2,11
5738,6500000,31,1,3
5739,15334803,57,3,14
5740,11500000,75,3,14
5741,6407597,40,2,3
5742,16363399,78,3,16
5743,7550000,47,1,22
5744,14500000,39,1,20
5745,9400000,42,1,8
5746,5900000,35,1,16
5747,11500000,40,1,4
5748,12890627,32,1,19
5749,15799000,73,3,11
5750,15525000,62,2,13
5751,6800000,45,2,3
5752,11313799,40,2,10
5753,28000000,95,3,3
5754,23600000,71,3,5
5755,12500000,60,2,1
5756,12800000,56,3,7
5757,13900000,50,2,4
5758,27811501,54,1,3
5759,29000000,71,2,6
5760,14908050,72,3,4
5761,34300000,68,1,1
5762,18950000,78,3,22
5763,6500000,44,2,8
5764,19568352,58,2,13
5765,13900000,43,1,9
5766,15100000,75,3,13
5767,12215350,59,2,18
5768,7304178,20,1,24
5769,12199000,54,2,10
5770,19667262,65,3,11
5771,17087534,55,2,2
5772,15500000,62,4,6
5773,12029655,62,3,5
5774,14211455,49,2,5
5775,5849000,38,1,1
5776,9000000,36,1,1
5777,20970000,45,1,8
5778,26473230,85,3,13
5779,13599000,37,2,1
5780,7990000,51,2,15
5781,13500000,63,3,1
5782,39594800,110,3,3
5783,21900000,80,2,3
5784,33210750,90,3,16
5785,15900000,58,3,8
5786,11450000,62,2,23
5787,8190000,39,1,16
5788,21000000,91,4,2
5789,12200000,50,2,8
5790,16759685,82,4,1
5791,27028638,78,3,6
5792,22300000,67,3,3
5793,12500000,46,1,8
5794,7800000,36,1,3
5795,28000000,56,2,6
5796,12707500,57,2,2
5797,7021275,26,1,14
5798,7992067,29,1,21
5799,37402987,90,3,10
5800,12900000,38,1,4
5801,28000000,72,3,6
5802,12000000,53,2,13
5803,6000000,41,1,6
5804,20100000,69,1,9
5805,12000000,54,2,4
5806,43300000,88,4,14
5807,6682566,22,1,21
5808,10409419,36,1,10
5809,9200000,32,1,6
5810,33000000,90,3,5
5811,7300000,42,1,16
5812,11500000,48,2,24
5813,5026928,31,1,1
5814,14720280,66,3,28
5815,7800000,44,1,6
5816,15000000,80,3,11
5817,10100000,48,2,7
5818,12000000,37,2,2
5819,13000000,53,2,15
5820,18830000,40,1,9
5821,24704102,94,3,11
5822,9313800,34,1,9
5823,13000000,64,2,7
5824,20000000,53,2,13
5825,8750000,31,1,5
5826,8214312,23,1,10
5827,8200000,54,2,6
5828,23500000,72,3,3
5829,10200000,45,2,13
5830,17800000,75,3,16
5831,10528102,35,1,7
5832,23654242,58,1,14
5833,13300000,85,2,5
5834,10500000,50,2,2
5835,24160630,48,1,17
5836,11900000,56,3,3
5837,23500000,110,4,6
5838,20000000,121,3,1
5839,13000000,71,3,4
5840,23500000,106,4,6
5841,6000000,33,1,14
5842,22000000,75,3,22
5843,29000000,69,3,2
5844,13883600,57,2,9
5845,45000000,101,4,7
5846,11400000,39,1,13
5847,16500000,52,2,2
5848,11500000,44,2,8
5849,10476861,37,2,15
5850,7500000,41,1,2
5851,16500000,85,3,12
5852,18500000,52,2,23
5853,13200000,52,2,7
5854,24170000,66,2,19
5855,18500000,49,1,26
5856,13500000,58,2,3
5857,10984943,35,1,8
5858,34887521,69,2,7
5859,14500000,55,3,1
5860,15500000,56,2,1
5861,14780000,44,2,7
5862,21500000,35,2,14
5863,5999999,24,1,15
5864,11990000,83,3,22
5865,5300000,27,1,3
5866,21800000,60,2,22
5867,21155113,58,2,17
5868,29024307,73,3,2
5869,8339415,20,1,2
5870,14900000,81,3,3
5871,10000000,38,1,13
5872,12700000,53,2,13
5873,36520000,83,3,15
5874,19300000,41,1,15
5875,20000000,83,4,2
5876,11500000,43,1,1
5877,11795238,49,2,8
5878,23000000,96,3,5
5879,19700000,80,3,9
5880,27000000,57,2,9
5881,7400000,40,1,13
5882,29900000,105,3,2
5883,43555664,68,3,10
5884,29800000,92,4,2
5885,16700000,60,2,15
5886,15953188,71,3,15
5887,17620412,55,2,23
5888,10600000,65,2,10
5889,12800000,93,3,2
5890,13300000,54,2,12
5891,7200000,39,2,4
5892,24000120,65,2,7
5893,5833579,28,1,12
5894,15800000,42,1,6
5895,10500000,52,3,6
5896,12000000,54,1,1
5897,9999999,67,2,4
5898,13000000,71,3,12
5899,11278900,36,1,11
5900,6668002,22,1,17
5901,13800000,74,3,16
5902,12500000,47,2,3
5903,16000000,68,2,14
5904,6650384,54,2,13
5905,11000000,40,1,9
5906,6700000,38,1,10
5907,16625505,75,2,4
5908,33000000,81,3,8
5909,13500000,82,3,16
5910,45789840,112,3,3
5911,18600000,51,2,5
5912,13270000,34,1,2
5913,11000000,51,3,8
5914,13825640,42,1,6
5915,15990000,40,1,9
5916,22307048,58,2,17
5917,28950000,70,2,19
5918,10000000,38,1,9
5919,34500000,80,4,4
5920,22157800,53,2,14
5921,16500000,74,3,11
5922,17374500,49,2,18
5923,9500000,63,4,9
5924,11661561,49,2,19
5925,17520000,81,3,6
5926,7500000,41,1,7
5927,13309318,31,1,21
5928,16581223,76,3,12
5929,8868800,24,1,11
5930,28000000,50,1,28
5931,10900000,45,2,7
5932,18853444,58,2,4
5933,9200000,39,1,2
5934,10700000,63,2,13
5935,4500000,35,1,2
5936,19700000,60,2,9
5937,7500000,42,2,4
5938,7434504,35,1,17
5939,38500000,89,3,4
5940,17550000,118,3,2
5941,19500000,60,2,12
5942,11200000,45,2,4
5943,29900000,83,3,17
5944,18800000,60,2,17
5945,39200000,90,2,4
5946,7332099,20,1,23
5947,13800000,71,2,2
5948,12900000,44,2,4
5949,41000000,101,3,23
5950,9850000,35,1,7
5951,18200000,97,4,13
5952,9000000,55,2,12
5953,14300000,51,2,13
5954,11000000,31,1,5
5955,16500000,66,3,1
5956,8100000,32,1,1
5957,13200000,53,2,16
5958,6650000,44,2,3
5959,21699252,85,3,20
5960,8350000,66,3,12
5961,25500000,97,3,1
5962,13699000,75,3,5
5963,8950000,55,2,16
5964,9900000,58,2,4
5965,34000000,127,3,2
5966,9000000,43,1,16
5967,17500000,62,3,9
5968,25000000,58,2,6
5969,8985000,36,1,3
5970,32800000,104,4,2
5971,14300000,70,2,12
5972,10844210,39,1,22
5973,14280000,35,1,9
5974,13200000,58,2,14
5975,9600000,39,1,7
5976,8200000,53,2,4
5977,11194698,35,1,16
5978,9998788,33,1,19
5979,11000000,32,1,4
5980,6450000,40,1,8
5981,9244700,38,1,4
5982,16682504,76,3,4
5983,46346940,92,3,5
5984,13293282,46,2,23
5985,13300000,45,2,1
5986,13236518,79,2,9
5987,10966299,35,1,18
5988,13800000,60,3,9
5989,10480000,44,2,7
5990,11170000,56,2,4
5991,30302004,60,2,14
5992,9600000,50,2,3
5993,7900000,38,1,14
5994,24900000,80,3,14
5995,8300000,37,2,9
5996,34400000,75,3,7
5997,32112657,75,1,13
5998,12788000,56,2,6
5999,44399600,108,3,21
6000,9300000,44,2,4
6001,17795996,85,4,3
6002,15600000,58,3,5
6003,22702877,36,1,5
6004,9663652,24,1,11
6005,45000000,82,2,5
6006,13506060,58,3,12
6007,4591167,32,1,20
6008,8750000,45,2,18
6009,19500000,56,2,10
6010,12500000,44,2,4
6011,29800000,41,1,5
6012,8750000,38,1,16
6013,8100000,43,1,7
6014,8200000,44,2,5
6015,13189841,57,2,17
6016,17073480,50,2,7
6017,30686040,56,2,5
6018,15075404,56,2,8
6019,16010500,45,1,23
6020,11014616,44,1,24
6021,7700000,34,1,7
6022,7901732,29,1,5
6023,14000000,54,2,6
6024,7868720,23,1,14
6025,15481364,46,2,13
6026,45262800,68,3,13
6027,33490463,58,1,6
6028,7950000,51,2,21
6029,43244352,70,2,15
6030,11100332,29,1,17
6031,9000000,62,2,14
6032,15475000,61,2,10
6033,40452520,105,4,6
6034,7800000,41,2,1
6035,16500000,57,2,8
6036,7146331,35,2,17
6037,17500000,84,3,7
6038,4450000,31,1,4
6039,7400000,40,1,4
6040,19150000,75,3,4
6041,6800000,55,3,1
6042,13500000,90,3,17
6043,11500000,45,2,1
6044,8300000,38,1,1
6045,16000000,91,3,16
6046,10800000,65,3,5
6047,22990000,62,2,25
6048,19000000,112,4,7
6049,11400000,43,2,5
6050,27500000,55,2,1
6051,23889489,38,1,6
6052,38007000,102,3,3
6053,10500000,45,2,4
6054,10850000,63,2,17
6055,19673200,72,2,14
6056,13500000,57,3,5
6057,10490000,74,3,1
6058,22799999,68,2,8
6059,9300000,60,3,4
6060,34303360,63,2,20
6061,17917380,55,2,17
6062,18200000,40,2,5
6063,4440000,29,1,3
6064,11400000,35,1,10
6065,13500000,88,3,2
6066,17000000,61,2,12
6067,35411136,86,3,27
6068,8500000,60,2,9
6069,5027240,32,1,2
6070,16071877,37,1,4
6071,16250000,36,1,20
6072,13950000,53,2,6
6073,8499000,33,1,5
6074,14500000,87,3,12
6075,7500000,44,1,5
6076,43000000,70,3,11
6077,7277849,20,1,25
6078,10655400,50,1,18
6079,22717058,59,2,21
6080,8900000,50,2,18
6081,31188400,75,3,16
6082,11690000,74,3,12
6083,17800000,85,3,6
6084,13770772,55,3,14
6085,13100000,53,2,3
6086,21830000,38,1,20
6087,21300000,73,3,8
6088,9500000,41,1,3
6089,10500000,44,2,9
6090,6200000,41,1,14
6091,12000000,45,2,1
6092,9870101,36,1,7
6093,10900000,55,3,6
6094,13500000,65,4,9
6095,19500000,57,2,8
6096,14084408,27,1,21
6097,13806156,71,2,3
6098,9999999,46,2,1
6099,6450000,34,1,8
6100,10999000,61,2,6
6101,6500000,33,1,3
6102,6000000,41,2,4
6103,11759423,46,2,20
6104,14349999,59,2,3
6105,13200000,38,1,10
6106,13103386,33,1,27
6107,11657064,33,2,15
6108,8777621,72,3,10
6109,19000000,72,3,17
6110,25653043,104,2,2
6111,14300000,64,3,9
6112,23900000,82,3,14
6113,14000000,63,3,1
6114,22500000,56,2,8
6115,21835560,47,1,5
6116,10200000,38,2,9
6117,14212118,53,3,6
6118,10650000,53,2,12
6119,13300000,68,2,8
6120,8550000,35,1,17
6121,11600000,89,2,8
6122,11500000,44,2,6
6123,24693552,82,3,19
6124,12800000,72,3,4
6125,19405400,58,2,13
6126,16000000,50,2,17
6127,32577292,82,2,23
6128,8500000,41,2,8
6129,7700000,40,1,15
6130,20615463,53,2,24
6131,12200000,37,1,1
6132,11270553,60,3,7
6133,22500000,76,3,5
6134,28167000,45,1,7
6135,35091540,66,2,20
6136,11300000,58,3,5
6137,9400000,29,1,3
6138,8028019,24,1,4
6139,3600000,27,1,11
6140,11990000,95,3,1
6141,39300000,93,3,6
6142,10743878,80,3,2
6143,17195652,68,2,2
6144,19735632,57,2,16
6145,8000000,48,2,1
6146,18204405,37,2,14
6147,25000000,55,2,2
6148,14000000,41,1,13
6149,26500000,102,3,19
6150,9600000,63,3,7
6151,28130760,76,3,4
6152,18250801,61,2,8
6153,16500000,40,2,20
6154,6897348,34,2,4
6155,8650000,39,1,2
6156,25799991,65,3,9
6157,8400000,48,2,4
6158,18000000,58,3,3
6159,13699000,52,1,18
6160,14300000,102,4,13
6161,18500000,54,2,16
6162,32190000,74,2,16
6163,10200000,53,2,1
6164,11500000,67,2,6
6165,45000000,76,2,17
6166,14855057,62,3,23
6167,7950000,33,1,4
6168,25500000,78,2,3
6169,12000000,47,2,5
6170,5319686,33,1,2
6171,18323123,48,2,12
6172,7500000,34,2,4
6173,28490000,56,2,2
6174,14700000,41,1,6
6175,31750000,61,2,25
6176,20500000,69,2,7
6177,16189600,47,2,7
6178,13000000,57,2,7
6179,8623546,28,1,4
6180,12500000,55,2,11
6181,7000000,36,1,3
6182,17900000,82,3,21
6183,5500000,30,1,2
6184,27830000,50,2,3
6185,21900000,39,1,13
6186,18725173,62,2,11
6187,13600000,63,2,16
6188,16300000,37,1,2
6189,6500012,42,2,15
6190,6149000,42,2,2
6191,7869977,24,1,9
6192,7955275,26,1,4
6193,8565085,29,1,16
6194,5350000,39,1,15
6195,5893381,20,1,18
6196,12004600,38,1,10
6197,7800000,38,1,4
6198,6100000,49,2,2
6199,8649589,33,1,9
6200,15000000,37,1,16
6201,6650000,41,1,6
6202,23763115,98,3,5
6203,7500000,40,1,19
6204,14500000,41,2,5
6205,9900000,35,1,16
6206,9200000,38,1,8
6207,32706080,106,3,11
6208,11300000,41,1,9
6209,12750000,44,2,3
6210,20075588,70,3,16
6211,19928889,62,2,13
6212,10700000,42,2,3
6213,5700000,29,1,8
6214,14650000,31,1,8
6215,7957525,37,2,2
6216,8617379,19,1,9
6217,19239128,44,2,25
6218,11599000,72,2,5
6219,15171000,49,1,19
6220,11200000,57,2,5
6221,6704184,26,1,10
6222,13300000,45,2,4
6223,15300000,38,1,7
6224,13700000,55,2,6
6225,12490000,37,1,5
6226,12500000,102,3,1
6227,15200000,40,1,7
6228,20500000,56,2,12
6229,10800000,68,3,4
6230,6200000,45,2,4
6231,20800000,79,3,1
6232,31338414,57,2,7
6233,18700000,80,3,13
6234,31380000,62,2,13
6235,11500000,35,1,7
6236,15500000,48,2,1
6237,13879645,61,3,17
6238,14000000,75,2,16
6239,14800000,67,3,9
6240,33999000,65,3,3
6241,12500000,55,2,12
6242,22367020,76,3,10
6243,13500000,38,1,11
6244,15822965,72,4,14
6245,7300000,45,1,4
6246,15540653,55,3,14
6247,36408900,97,3,3
6248,16500000,70,3,11
6249,16000000,59,2,12
6250,12990000,56,2,5
6251,11100000,54,2,3
6252,13475520,28,1,7
6253,10000000,33,1,12
6254,15600000,73,3,14
6255,12500000,52,2,2
6256,8500492,25,1,21
6257,18500000,70,3,1
6258,12892148,78,4,13
6259,13500000,64,3,10
6260,24800000,90,3,5
6261,18500000,74,3,14
6262,14705720,43,1,5
6263,10500000,43,2,5
6264,13350000,70,3,3
6265,12560000,101,5,5
6266,6550000,42,2,2
6267,10160020,35,1,2
6268,30150000,100,4,20
6269,8313180,34,1,13
6270,17620000,50,2,17
6271,12800000,43,1,6
6272,18700000,40,1,3
6273,13000000,48,2,4
6274,45000000,61,2,1
6275,12598615,49,2,2
6276,20010840,61,2,16
6277,34802320,81,2,3
6278,10360061,34,1,21
6279,16000000,43,1,9
6280,15481520,43,1,19
6281,22990000,78,3,8
6282,16750000,56,2,14
6283,7800000,40,1,7
6284,22800000,98,4,3
6285,39000000,98,3,5
6286,22300000,43,2,7
6287,17900000,33,1,2
6288,12500000,35,1,13
6289,8400000,35,1,6
6290,19014265,44,1,10
6291,5200000,32,1,5
6292,9372475,48,1,8
6293,17500000,74,3,16
6294,13499000,34,1,7
6295,7492587,34,1,8
6296,14200000,55,2,5
6297,19500000,76,3,4
6298,6500000,31,1,6
6299,14500000,60,2,14
6300,7599743,17,1,14
6301,17500000,43,1,14
6302,15500000,78,3,5
6303,21042000,70,2,9
6304,7900000,64,2,16
6305,5363207,31,1,8
6306,6300000,30,1,1
6307,18990000,58,2,3
6308,11500000,39,1,18
6309,7600000,38,1,9
6310,12500000,99,4,5
6311,16700000,44,2,1
6312,6310054,42,1,10
6313,14900000,80,2,6
6314,7277145,20,1,23
6315,8150000,37,2,2
6316,13500000,40,1,1
6317,35535281,65,2,9
6318,14500000,69,2,16
6319,12800000,62,4,9
6320,13800000,85,3,4
6321,36830000,57,2,26
6322,33000000,81,3,21
6323,14578477,54,2,2
6324,21200000,66,3,9
6325,36880000,64,3,21
6326,11450000,38,1,2
6327,24000000,76,3,14
6328,12533070,51,2,22
6329,10275940,25,1,10
6330,6880224,35,1,7
6331,11150000,35,1,5
6332,16000000,50,2,1
6333,28200000,85,3,7
6334,9800000,38,2,2
6335,10390000,44,2,5
6336,17174080,50,2,8
6337,10700000,36,1,5
6338,15500000,55,2,5
6339,12500000,34,1,3
6340,12393489,58,2,8
6341,6300000,31,1,3
6342,11523640,35,2,12
6343,15900000,66,2,2
6344,8900000,38,1,8
6345,21950000,120,3,5
6346,15125096,64,4,7
6347,22000000,56,2,2
6348,8990000,64,2,16
6349,15000000,62,4,7
6350,12700000,44,1,5
6351,44000000,93,3,7
6352,27819000,68,2,2
6353,13847393,53,3,10
6354,10073359,34,1,10
6355,8926235,41,1,11
6356,10950000,57,2,3
6357,23500000,89,3,7
6358,24675744,48,1,6
6359,9783426,54,3,16
6360,16400000,83,3,23
6361,25620884,69,3,2
6362,10990000,65,3,3
6363,14500000,56,2,6
6364,19450000,101,4,20
6365,30000000,71,2,2
6366,20000000,60,2,4
6367,14851825,62,3,20
6368,15900000,74,2,17
6369,9101249,21,1,11
6370,9100000,58,2,19
6371,25000000,58,3,5
6372,15000000,62,2,12
6373,19950000,71,3,2
6374,9498801,35,1,18
6375,18500000,75,2,9
6376,10300000,52,2,6
6377,7000000,39,1,5
6378,11500000,39,1,8
6379,12396659,54,2,20
6380,6500000,30,1,10
6381,29900000,78,2,2
6382,16700000,42,2,8
6383,22400000,50,2,25
6384,13900000,52,2,11
6385,17800000,65,2,19
6386,9342547,41,1,10
6387,16000000,39,1,3
6388,9400000,76,3,12
6389,16499000,69,2,2
6390,17221540,39,1,2
6391,15000000,60,3,6
6392,7499999,30,1,4
6393,7000000,46,2,5
6394,8868800,24,1,22
6395,12000000,45,2,1
6396,17900000,71,2,20
6397,16964758,64,3,6
6398,20650000,74,3,10
6399,14945760,43,1,12
6400,30900000,54,2,13
6401,9500000,45,2,6
6402,13024974,27,1,22
6403,6667352,43,2,13
6404,9196700,38,1,18
6405,12000000,43,1,17
6406,8200000,63,2,9
6407,4800000,30,1,2
6408,10900000,38,2,9
6409,10900000,72,2,2
6410,27756856,45,1,21
6411,7640000,21,1,25
6412,7700000,45,1,4
6413,19900000,54,2,3
6414,7483692,27,1,22
6415,11200000,34,1,12
6416,35000000,53,1,13
6417,46500000,75,3,4
6418,10543064,58,2,6
6419,12500000,71,3,16
6420,11750000,37,1,11
6421,9100000,52,2,8
6422,8801435,28,1,24
6423,10500000,51,2,3
6424,17734500,56,2,24
6425,18500000,54,2,14
6426,25216176,89,3,24
6427,39000000,99,4,4
6428,34416668,63,2,20
6429,12300000,44,1,17
6430,22800000,60,2,9
6431,18900000,77,3,15
6432,11200000,58,2,4
6433,37936640,81,2,15
6434,31650000,62,2,5
6435,29430000,65,3,13
6436,6750000,46,1,21
6437,11900000,56,2,3
6438,33943356,85,3,26
6439,12990000,77,3,3
6440,35900000,76,2,9
6441,6750000,31,1,4
6442,21500000,58,2,3
6443,23226186,69,2,18
6444,18375244,37,1,14
6445,11300000,34,1,10
6446,16000000,76,3,6
6447,25000000,66,2,3
6448,7635891,19,1,11
6449,13042761,57,2,14
6450,7370281,20,1,12
6451,11032888,37,2,4
6452,47350000,75,3,21
6453,17265951,84,4,22
6454,14000000,69,2,13
6455,12773000,63,2,18
6456,21514560,44,1,7
6457,12650000,82,3,14
6458,29110000,59,3,8
6459,14000000,57,2,2
6460,35490000,91,3,5
6461,8250000,49,2,9
6462,5250000,33,1,5
6463,19836000,58,3,22
6464,11500000,76,3,6
6465,18700000,58,2,2
6466,14552117,63,3,8
6467,12500000,64,3,1
6468,5690718,39,2,2
6469,14700000,53,2,16
6470,20077800,65,2,20
6471,26223210,84,3,4
6472,14000000,70,3,5
6473,11800000,35,1,7
6474,10650000,59,2,25
6475,7200000,30,1,3
6476,31000000,55,1,10
6477,15984944,67,3,23
6478,16490000,74,3,3
6479,17990000,77,2,6
6480,33350000,62,2,5
6481,10500000,32,1,2
6482,14500000,58,3,7
6483,16600000,54,3,2
6484,7556428,37,2,7
6485,10000000,35,1,9
6486,15000000,75,3,17
6487,22900000,95,4,3
6488,21849889,63,2,13
6489,40400000,109,3,22
6490,19350000,92,4,2
6491,18000000,63,3,7
6492,33593160,81,2,5
6493,6150000,46,2,5
6494,9500000,35,1,1
6495,43282255,65,1,10
6496,8000000,38,1,9
6497,20739174,70,3,21
6498,9990000,43,1,19
6499,7365756,35,2,16
6500,7400000,25,1,5
6501,14000000,51,2,16
6502,19350000,79,3,27
6503,7924872,23,1,4
6504,27730394,90,3,8
6505,13000000,50,2,10
6506,42963296,76,3,2
6507,15800000,52,2,15
6508,10941007,30,1,9
6509,14000000,60,2,13
6510,10350000,87,3,6
6511,8423834,24,1,8
6512,21332510,74,2,21
6513,20500000,96,4,1
6514,19364240,45,1,13
6515,22800000,71,2,6
6516,11000000,37,1,24
6517,11000000,37,1,5
6518,18297672,71,2,1
6519,12551644,41,2,11
6520,11300000,41,1,9
6521,32178080,82,3,11
6522,34117464,86,3,27
6523,7667439,27,1,23
6524,29000000,45,1,8
6525,43000000,73,2,27
6526,10281955,41,2,3
6527,18881000,79,3,9
6528,9233479,28,1,9
6529,6940309,26,1,11
6530,12527550,67,2,13
6531,34192180,78,3,24
6532,10500000,45,2,13
6533,11752290,29,1,11
6534,9390000,37,2,7
6535,12550000,34,1,8
6536,18301500,58,2,8
6537,15475040,46,2,9
6538,39647400,59,2,6
6539,35101650,72,2,5
6540,17469372,41,1,17
6541,9067082,36,1,11
6542,42000000,87,2,2
6543,10000000,58,2,9
6544,14000000,54,2,5
6545,13513674,36,1,15
6546,16500000,56,2,1
6547,12861607,67,2,14
6548,35929476,66,2,12
6549,25745920,45,1,10
6550,11600000,37,1,5
6551,41215240,103,3,2
6552,10180320,36,1,11
6553,9649380,28,1,2
6554,7500000,36,2,19
6555,13300000,79,3,2
6556,6500000,34,1,5
6557,13000000,52,3,1
6558,20000000,78,3,5
6559,17900000,86,4,3
6560,7169090,20,1,23
6561,11742500,42,2,1
6562,12300000,65,3,19
6563,40000000,74,2,16
6564,15824893,60,2,2
6565,6309752,42,1,14
6566,25548199,81,3,20
6567,15330560,41,1,25
6568,19990000,54,2,7
6569,7900000,46,1,2
6570,8300000,45,1,20
6571,21890000,43,1,10
6572,10674828,56,2,2
6573,11500000,42,2,6
6574,12788185,37,2,18
6575,10780000,45,2,7
6576,13500000,83,3,13
6577,11950000,73,4,6
6578,16600000,76,3,1
6579,10000000,38,1,12
6580,21000000,76,3,10
6581,7151133,57,3,1
6582,14200000,38,1,17
6583,6500000,39,2,1
6584,24821760,64,2,5
6585,11200000,41,1,6
6586,12300000,48,3,4
6587,9000000,52,2,8
6588,14611300,71,3,5
6589,35914040,75,2,11
6590,39900000,63,2,10
6591,23000000,82,2,7
6592,6100000,37,1,6
6593,11500000,39,1,3
6594,8000000,64,2,18
6595,16300000,62,2,22
6596,16654560,47,2,4
6597,5400000,30,1,2
6598,13523233,48,2,10
6599,24000000,76,2,18
6600,14500000,41,1,8
6601,23500000,103,3,2
6602,7399935,58,3,2
6603,6000000,33,1,6
6604,10600000,35,1,11
6605,12500000,83,3,15
6606,13063075,59,2,21
6607,19531011,87,4,2
6608,12000000,45,2,5
6609,30000000,42,1,4
6610,23444971,78,3,2
6611,11500000,47,2,7
6612,12624199,66,2,15
6613,25000000,75,4,8
6614,13100000,32,1,3
6615,41786492,83,2,3
6616,17000000,38,2,16
6617,17500000,57,2,10
6618,37500000,91,3,6
6619,28000000,52,2,10
6620,26300000,70,2,11
6621,21500000,86,3,2
6622,34883640,88,3,17
6623,13700000,45,1,2
6624,11900000,63,2,10
6625,12611256,55,2,28
6626,6600000,42,1,10
6627,15499000,58,3,7
6628,11500000,34,1,4
6629,10828800,26,1,22
6630,14200000,52,2,7
6631,6002172,39,2,2
6632,9404630,41,1,21
6633,9400000,44,2,16
6634,14500000,51,2,3
6635,16000000,54,2,9
6636,8350000,41,2,4
6637,9500000,71,3,6
6638,16500000,45,2,22
6639,14900000,33,1,7
6640,7800000,41,1,9
6641,16500000,45,2,12
6642,12600000,51,2,12
6643,6610000,40,1,9
6644,11500000,41,2,2
6645,17500000,126,3,9
6646,13999000,52,2,8
6647,9900000,44,1,12
6648,10305291,39,1,2
6649,10100556,36,1,9
6650,18200000,37,1,4
6651,21900000,55,3,23
6652,36589999,78,2,4
6653,35215049,65,2,4
6654,14500000,82,3,17
6655,18500000,75,3,12
6656,10200000,34,1,15
6657,19000000,57,2,2
6658,19450000,67,3,4
6659,7290000,37,1,7
6660,23000000,39,1,9
6661,16900000,80,3,3
6662,35006480,76,2,4
6663,14800000,41,2,2
6664,13000000,47,1,2
6665,9200000,33,1,7
6666,17500000,63,2,15
6667,8350000,42,2,2
6668,24728722,55,2,17
6669,11000000,52,2,14
6670,20573562,41,1,3
6671,16300000,50,2,3
6672,15500000,34,1,1
6673,30500000,101,3,3
6674,23900000,44,2,7
6675,27249219,84,2,11
6676,26490000,91,3,5
6677,43000000,77,3,20
6678,34000000,51,2,12
6679,11320200,33,1,14
6680,24100000,85,3,14
6681,14490000,60,2,7
6682,15400000,72,3,3
6683,10000000,40,1,8
6684,39000000,102,4,25
6685,22500000,83,3,9
6686,17295043,58,3,2
6687,18830000,38,1,3
6688,10700000,50,3,1
6689,5905978,26,1,4
6690,9500000,33,1,16
6691,20700000,64,2,3
6692,21000000,62,3,5
6693,21999999,47,2,10
6694,14500000,77,2,13
6695,18900000,60,3,7
6696,15965100,65,2,2
6697,6406381,40,2,7
6698,27500000,78,3,10
6699,29633400,90,3,15
6700,6300000,42,2,2
6701,8100000,43,1,3
6702,9600000,36,1,5
6703,13750000,60,3,22
6704,13900000,49,2,16
6705,12097405,38,1,21
6706,19500000,54,2,5
6707,17450000,42,2,8
6708,13900000,64,2,15
6709,20999999,44,1,3
6710,24300000,60,3,14
6711,15488000,118,5,14
6712,9490000,49,2,3
6713,12925292,51,2,6
6714,43369400,113,3,17
6715,10250000,31,1,1
6716,40376700,107,3,2
6717,7194465,55,2,2
6718,14388658,61,3,5
6719,8985900,23,1,22
6720,25981069,78,3,26
6721,8000000,46,2,9
6722,16437680,39,1,20
6723,11800000,46,2,9
6724,31825692,68,3,20
6725,18900000,100,3,2
6726,17500000,83,3,1
6727,17500000,77,2,11
6728,15500000,62,3,6
6729,14898240,73,3,3
6730,20210000,38,2,18
6731,13900000,38,1,8
6732,7150000,54,2,4
6733,25900000,56,2,20
6734,12000000,80,3,4
6735,18900000,102,4,2
6736,18064320,61,3,4
6737,23000000,58,2,9
6738,11000000,36,1,10
6739,11800000,60,2,12
6740,19500000,42,1,26
6741,18000000,70,3,11
6742,23200000,57,2,8
6743,8000000,35,1,14
6744,19675604,67,2,9
6745,17297221,47,2,6
6746,13393767,52,2,21
6747,13300000,80,2,4
6748,12900000,58,2,9
6749,13250000,70,3,1
6750,10500000,58,2,3
6751,15583207,83,3,4
6752,8500000,35,1,11
6753,8900000,45,1,4
6754,13550000,56,3,1
6755,7500000,35,1,1
6756,6400000,30,1,9
6757,11000000,72,2,16
6758,8234350,23,1,11
6759,15363758,52,3,9
6760,6594858,40,2,11
6761,44707952,104,3,6
6762,9450000,54,2,15
6763,6800000,54,2,16
6764,8900000,31,1,5
6765,32900000,100,3,2
6766,14800000,51,2,8
6767,27236970,41,1,27
6768,14700000,62,3,4
6769,39470967,90,3,13
6770,11381526,31,2,23
6771,13200000,39,1,7
6772,24676915,61,2,17
6773,34399999,77,2,2
6774,5000000,29,1,2
6775,15500000,42,1,10
6776,21990000,74,3,16
6777,5727600,42,1,11
6778,8350000,43,1,16
6779,16000000,64,3,5
6780,11500000,53,2,8
6781,6300000,43,2,4
6782,13900000,78,2,13
6783,16952250,52,2,7
6784,12877553,41,1,10
6785,41805920,105,3,21
6786,14900000,52,2,13
6787,9300000,44,2,2
6788,35000000,120,4,6
6789,19500000,57,1,7
6790,5982351,28,1,17
6791,33140448,76,3,16
6792,13600000,38,2,2
6793,11300000,49,2,3
6794,14355348,50,2,11
6795,10800000,36,1,10
6796,19800000,43,1,11
6797,7500000,38,1,8
6798,43300000,115,4,6
6799,22289540,48,1,10
6800,15710150,71,3,7
